,word,slice,cluster,distance,sense
0,homo,c1_en_gay_colors,gentleman;aristocratic;woman;low-spirited;man;festal;womanhood;juicy;girl;gay,0.3217243552207947;0.3475773334503174;0.3504238724708557;0.3532862663269043;0.3648419976234436;0.3703603148460388;0.37530893087387085;0.37778401374816895;0.37931227684020996;0.3835998773574829,1
1,homo,c2_en_gay_colors,homosexual;festal;fille;festive;merry;gay;grim;gloomy;gentleman;cheery,0.3121919631958008;0.37529706954956055;0.3902556300163269;0.3938058018684387;0.39755702018737793;0.39784151315689087;0.40158504247665405;0.40516597032546997;0.4133097529411316;0.4143974781036377,1
