,word,slice,cluster,distance,sense
0,girl,c1_en_gay_colors,womanhood;woman;fille;merry;low-spirited;aristocratic;gentle;festal;gentleman;blueness,0.1834678053855896;0.21701538562774658;0.23414278030395508;0.2705601453781128;0.2851727604866028;0.30172449350357056;0.30478447675704956;0.3091576099395752;0.31491678953170776;0.31894487142562866,1
1,girl,c2_en_gay_colors,woman;girlfriend;womanhood;gentleman;fille;man;pinkish;merry;blueness;pink,0.18914878368377686;0.27266502380371094;0.273714542388916;0.29134130477905273;0.3159167170524597;0.3265226483345032;0.35849928855895996;0.3692888617515564;0.37855756282806396;0.3788120150566101,1
