,word,slice,cluster,distance,sense
0,blue,c1_en_gay_colors,blueness;pinkish;blueish;gloomy;festal;pink;bluish;aristocratic;merry;gentle,0.2093585729598999;0.24127483367919922;0.25820738077163696;0.2706162929534912;0.29661768674850464;0.2966275215148926;0.29898154735565186;0.3079579472541809;0.3081921935081482;0.3209574222564697,1
1,blue,c2_en_gay_colors,blueness;pink;pinkish;bluish;gay;cheery;merry;jolly;homosexual;racy,0.16594839096069336;0.20566779375076294;0.24268174171447754;0.2768033742904663;0.37640833854675293;0.37883585691452026;0.3842473030090332;0.3870633840560913;0.39849168062210083;0.39952707290649414,1
