,word,slice,cluster,distance,sense
0,man,c1_en_gay_colors,gentleman;woman;aristocratic;low-spirited;girl;aristocratical;festal;homo;womanhood;pinkish,0.20668017864227295;0.23867136240005493;0.32284849882125854;0.33865368366241455;0.3423749804496765;0.3502189517021179;0.3577725887298584;0.3648419976234436;0.36964261531829834;0.39149409532546997,1
1,man,c2_en_gay_colors,gentleman;womanhood;woman;girl;racy;jolly;gay;festal;merry;girlfriend,0.2830233573913574;0.2877182364463806;0.29453277587890625;0.3265226483345032;0.3377833366394043;0.3589784502983093;0.3705974221229553;0.3723806142807007;0.3736366629600525;0.3791869282722473,1
