,word,slice,cluster,distance,sense
0,gentle,c1_en_gay_colors,gloomy;low-spirited;festal;merry;aristocratic;grim;aristocratical;cheery;womanhood;pinkish,0.1796741485595703;0.22439628839492798;0.23038911819458008;0.23198330402374268;0.23886674642562866;0.24819070100784302;0.24849563837051392;0.26876550912857056;0.27330654859542847;0.2735256552696228,1
1,gentle,c2_en_gay_colors,festive;gentleman;gloomy;grim;aristocratic;cheery;merry;festal;queer;jolly,0.23863238096237183;0.25433385372161865;0.26821041107177734;0.268993616104126;0.2818291187286377;0.2901926636695862;0.29309606552124023;0.2984654903411865;0.30682486295700073;0.31715619564056396,1
