,word,slice,cluster,distance,sense
0,pinkish,c1_en_gay_colors,blueish;bluish;pink;blue;low-spirited;cheery;juicy;blueness;gay;gentle,0.1321994662284851;0.14995461702346802;0.15160930156707764;0.24127483367919922;0.2416204810142517;0.2432505488395691;0.25531160831451416;0.26195186376571655;0.2666267156600952;0.2735256552696228,1
1,pinkish,c2_en_gay_colors,pink;bluish;blueness;jolly;blue;racy;gay;queer;womanhood;grim,0.10391348600387573;0.11278271675109863;0.20002222061157227;0.22969704866409302;0.24268174171447754;0.2674100399017334;0.2713753581047058;0.2724236845970154;0.2773706316947937;0.3005349636077881,1
