,word,slice,cluster,distance,sense
0,jolly,c1_en_gay_colors,festal;merry;cheery;low-spirited;aristocratical;juicy;aristocratic;pinkish;girl;gentle,0.3123778700828552;0.31630921363830566;0.3191028833389282;0.32047390937805176;0.34977710247039795;0.3537919521331787;0.35884934663772583;0.35934728384017944;0.36363106966018677;0.36485934257507324,1
1,jolly,c2_en_gay_colors,racy;queer;pinkish;gloomy;womanhood;merry;pink;bluish;gay;grim,0.18146055936813354;0.21687811613082886;0.22969704866409302;0.24279534816741943;0.26958948373794556;0.27700144052505493;0.2800053358078003;0.28192001581192017;0.2869220972061157;0.28998351097106934,1
