,word,slice,cluster,distance,sense
0,womanhood,c1_en_gay_colors,girl;low-spirited;aristocratic;aristocratical;blueness;gentle;merry;woman;festal;fille,0.1834678053855896;0.23550069332122803;0.2534249424934387;0.2666704058647156;0.26795250177383423;0.27330654859542847;0.27477335929870605;0.2804928421974182;0.28417128324508667;0.290499746799469,1
1,womanhood,c2_en_gay_colors,woman;gay;racy;jolly;girl;pinkish;man;gentleman;girlfriend;blueness,0.20615023374557495;0.2532657980918884;0.26641106605529785;0.26958948373794556;0.273714542388916;0.2773706316947937;0.2877182364463806;0.2900017499923706;0.29941725730895996;0.3128611445426941,1
