,word,slice,cluster,distance,sense
0,queer,c1_en_gay_colors,cheery;low-spirited;merry;pinkish;gentle;festal;aristocratic;gay;juicy;aristocratical,0.19690442085266113;0.2690045237541199;0.27047836780548096;0.28098124265670776;0.2968134880065918;0.29922008514404297;0.30689162015914917;0.3158835172653198;0.31621354818344116;0.32866817712783813,1
1,queer,c2_en_gay_colors,jolly;racy;pinkish;cheery;gloomy;gentle;bluish;gay;womanhood;grim,0.21687811613082886;0.2404213547706604;0.2724236845970154;0.28601300716400146;0.3046775460243225;0.30682486295700073;0.3071826696395874;0.31636178493499756;0.3310546875;0.3341364860534668,1
